author,statement,source,date,target
Daniel Funke,“No prominent Democrats have had the virus but the list of Republicans goes on and on.”,DeAnna Lorraine,"October 2, 2020",false
Madison Czopek,“Biden and Obama allowed grown men in restrooms with little girls. Trump has rescued over 300 missing children from (pedophiles) and perverts.”,Facebook posts,"October 2, 2020",false
Hayat Norimine,"Says Joe Biden “made it clear..No More Coal Fired Power Plants!! So, No More Coal!! Wake Up WV, PA,OH, KY”",Facebook posts,"October 2, 2020",half-true
Madison Czopek,Gas prices during the Obama-Biden administration were $5.49 a gallon.,Viral image,"October 2, 2020",half-true
Ciara O'Rourke,Two “Doomsday Planes” took flight because of President Donald Trump’s COVID-19 diagnosis.,Facebook posts,"October 2, 2020",false
Daniel Funke,Says Donald Trump’s reelection campaign emailed supporters to “donate to help him recover from” COVID-19.,Tweets,"October 2, 2020",pants-fire
Ciara O'Rourke,Joe Biden’s eyes were black during the debate because he was wearing Mojo Vision lenses.,Viral image,"October 2, 2020",pants-fire
Miriam Valverde,An episode of “The Simpsons” showed Donald Trump in a coffin.,Facebook posts,"October 2, 2020",pants-fire
Eric Litke,Says President Donald Trump started a trade war that “led to a surge in farm bankruptcies.”,Joe Biden,"October 2, 2020",half-true
Madeline Heim,"“If you just count all the deaths in the red states, we are number two in the world in deaths, just behind Brazil.”",Joe Biden,"October 1, 2020",mostly-true
Bill McCarthy,"Says Joe Biden “passed a tax bill that gave us all these privileges for depreciation and for tax credits. We built a building, and we get tax credits like the hotel on Pennsylvania Ave.”",Donald Trump,"October 1, 2020",half-true
Victoria Knight,“There's 100 million people that have preexisting conditions.”,Joe Biden,"October 1, 2020",mostly-true
Samantha Putterman,"""Last week Joe Biden flashed the ‘white power’ sign. President Trump condemned white supremacists yesterday. Why hasn't Joe Biden?”",Donald Trump,"October 1, 2020",pants-fire
Miriam Valverde,“I don’t think there’s any doubt (Joe) Biden’s senile.”,Brit Hume,"October 1, 2020",false
Jessica Calefati,Poll watchers in Philadelphia “were thrown out.”,Donald Trump,"October 1, 2020",false
Louis Jacobson,“Suburbs are by and large integrated.”,Joe Biden,"October 1, 2020",half-true
Louis Jacobson,"Before the coronavirus pandemic, the United States had “the greatest economy in the history of our country.”",Donald Trump,"October 1, 2020",false
Julie Appleby,"“For example, when the COVID-19 pandemic hit, my Administration implemented a program to provide any individual without health-insurance coverage access to necessary COVID‑19‑related testing and treatment.”",Donald Trump,"October 1, 2020",mostly-true
Samantha Putterman,"“9,871,525 is the number of registered voters in AZ according to FB. AZ population is 7,270,000.”",Facebook posts,"October 1, 2020",barely-true
Laura Schulte,“A federal judge just ordered Wisconsin must have all ballots counted by 8 p.m. on the day of the election.”,Facebook posts,"September 30, 2020",pants-fire
Bill McCarthy,"President Donald Trump’s tax returns show “what any wealthy person's tax history is, if you can believe it — which is good years and bad years, years of immense taxes and years of almost no taxes at all because you carry over losses.”",Hugh Hewitt,"September 30, 2020",barely-true
Louis Jacobson,"In manufacturing, ""I brought back 700,000 jobs. (Obama and Biden) brought back nothing.""",Donald Trump,"September 30, 2020",false
Jon Greenberg,"Says Joe Biden “had 308,000 military people dying because you couldn’t provide them proper healthcare in the military.”",Donald Trump,"September 30, 2020",false
Tom Kertscher,"“Amy Coney Barrett has said that a woman should not be able to own property, buy or sell without the permission of her husband or a male relative.”",Facebook posts,"September 30, 2020",false
Amy Sherman,"Says Miami-Dade Mayor Carlos Gimenez “approved a 67% pay raise for himself and increased his own pension. He makes $250,000 a year, more than almost every big-city Mayor in the country. He also kept his taxpayer-funded Mercedes-Benz after slashing $400 million in government jobs and spending.”",Debbie Mucarsel-Powell,"September 30, 2020",half-true
Monique Curet,“BLM Activist kills three people in a Louisville bar wearing a Breonna Taylor tee shirt last Friday.”,Peggy Hubbard,"September 30, 2020",barely-true
Ciara O'Rourke,Photo shows “all the men who have killed police officers this year (2020).”,Viral image,"September 30, 2020",barely-true
Daniel Funke,Says Joe Biden was “wearing a wire” during the first presidential debate.,Facebook posts,"September 30, 2020",pants-fire
Louis Jacobson,“We have a higher deficit with China now than we did before.”,Joe Biden,"September 30, 2020",barely-true
Noah Y.,"""You said you went to Delaware State but you forgot the name of your college.""",Donald Trump,"• September 29,",false
Jon Greenberg,“Word on the street is that Joe Biden got tonight’s debate questions in advance.”,Todd Starnes,"September 29, 2020",pants-fire
Miriam Valverde,Says Joe Biden has a medical device implanted in his skull so he can hear someone give him answers to questions.,Facebook posts,"September 29, 2020",pants-fire
Noah Crider,"Ranked-choice voting “increases voter turnout and voter engagement.""",Kelley Dragoo,"September 29, 2020",barely-true
Veronica Mohesky,"""Cori Bush is a career criminal and a con artist.”",Anthony Rogers,"September 29, 2020",false
Ciara O'Rourke,A photo shows Dwayne “The Rock” Johnson on Epstein Island.,Viral image,"September 29, 2020",pants-fire
Eric Litke,“Bad math (is) driving Wisconsin’s exploding positive test rate.”,MacIver Institute,"September 29, 2020",pants-fire
Madison Czopek,“Don’t buy the new Pepsi can coming out with pics of the Empire State building and the Pledge of Allegiance on them. Pepsi left out 2 little words in the pledge ‘Under God.’”,Facebook posts,"September 29, 2020",false
Ciara O'Rourke,Says Merrick Garland is investigating Donald Trump’s “tax evasion case.”,Facebook posts,"September 29, 2020",false
Noah Y.,"The typical elementary school teacher pays $7,239 in federal income taxes, and firefighters pay $5,328, while Donald Trump paid $750.",Joe Biden,"• September 29,",half-true
Colin Meyn,"""I proudly voted for Hillary Clinton.""",Molly Gray,"September 29, 2020",false
Samantha Putterman,"Says over 1,000 mail in ballots were found in a dumpster in California.",Facebook posts,"September 28, 2020",false
Madison Czopek,Says Jared Kushner “deleted all of his tweets after the tax story broke.”,Facebook posts,"September 28, 2020",false
Ciara O'Rourke,A letter from Mississippi Gov. Tate Reeves says that at “the beginning of October 2020 the statewide mask requirements will be abolished.”,Viral image,"September 28, 2020",false
Ciara O'Rourke,"In 2017, Joe Biden paid $3,742,974 in federal income taxes and Kamala Harris paid $516,469 while Donald Trump paid $750.",Viral image,"September 28, 2020",mostly-true
Paul Specht,"Says Cal Cunningham “got a $40,000 tax incentive to update his butler’s pantry.”",Thom Tillis,"September 28, 2020",half-true
Laura Schulte,"Says under U.S. Rep. Alexandria Ocasio-Cortez’s Green New Deal proposal, “Cows are out.”",Donald Trump,"September 28, 2020",false
Angie Drobnic,"Says Amy Coney Barrett “has a written track record, disagreeing adamantly with the Supreme Court’s decision to uphold the ACA. In fact, she publicly criticized Chief Justice Roberts’ opinion upholding the law eight years ago.”",Joe Biden,"• September 28,",mostly-true
Clara Hendrickson,Says House candidate Jon Hoadley voted to defund the police,Fred Upton,"September 28, 2020",false
Samantha Putterman,Says Joe Biden “disrespects servicemen” in telling them to “clap for that you stupid bastards.”,Instagram posts,"September 28, 2020",half-true
D.L. Davis,"""At the Democratic convention, the Pledge of Allegiance was read with the words 'under God' removed.""",Republican Party of Wisconsin,"September 27, 2020",barely-true
Deborah Wilber,"""We have a worse economy than any other country in the world that's going through COVID-19 by a factor of three.""",Richard Durbin,"September 27, 2020",false
Angie Drobnic,"Like Al-Qaeda and ISIS, Amy Coney Barrett has said her “end goal is to end the separation of church and state & build a ‘Kingdom of God’ in the United States.”",Instagram posts,"• September 27,",false
Samantha Putterman,Says President Trump tweeted that it’s “not fair for a president to leave office because of BAD votes!” and that the Supreme Court “should decide the presidency at every election.”,Facebook posts,"September 27, 2020",false
Samantha Putterman,"A graphic on U.S. abortion rates shows larger declines during recent Democratic presidential administrations, and says its due to the party’s approach of making abortions unnecessary, rather than the Republican Party’s approach of making the procedure illegal.",Facebook posts,"September 25, 2020",half-true
Bill McCarthy,Kamala Harris “has not formally taken questions from the press a single time” since she was announced as Joe Biden’s vice presidential pick.,Dinesh D'Souza,"September 25, 2020",false
Madison Czopek,"Quotes Donald Trump as saying, “I’ll tell you the funniest thing. I’ll go backstage before a Miss Teen USA show, and everyone’s getting dressed and ready and everything and no men are anywhere. … You know, I’m inspecting. The girls (14-16) are standing there with no clothes on.”",Viral image,"September 25, 2020",false
Ciara O'Rourke,"“Biden said today, if he loses, his people will keep burning, looting and killing.”",Facebook posts,"September 25, 2020",false
Clara Hendrickson,“James is the only Senate candidate in a battleground state who has refused to take a position” on whether the Senate should promptly vote on Trump’s Supreme Court nominee,Michigan Democratic Party,"September 25, 2020",mostly-true
Noah Y.,Says Judge Amy Coney Barrett said that “gays have a right to be discriminated against because they are against God’s wishes” and that “white people are God’s chosen ones.”,Facebook posts,"• September 25,",false
Tom Kertscher,"Says Sara Gideon ""voted to defund"" the Freeport police ""and gave the money to a nonprofit she helped run.""",Susan Collins,"September 25, 2020",false
Ciara O'Rourke,"“Coroner saying George Floyd died of drug overdose, not police brutality.”",Bloggers,"September 25, 2020",false
Madlin Mekelburg,“In the last 10 years less than half of adults in the U.S. received a flu shot.”,Michael Burgess,"September 25, 2020",true
Madison Czopek,"Says Kentucky Attorney General Daniel Cameron “married his mentor Mitch McConnell's granddaughter.""",Facebook posts,"September 25, 2020",false
Eric Litke,“(Republicans) have the power to overturn the (state of emergency) order by joint resolution and they refuse to do it.”,Chris Larson,"September 25, 2020",true
Jessica Calefati,"Says Joe Biden's plan for net-zero emissions ""would instantly shut down all fracking and all mining immediately in Pennsylvania.""",Donald Trump,"September 25, 2020",false
